userid,foodid,rating
17101011,68,1
17101011,44,2
17101011,51,1
17101011,58,2
17101012,20,2
17101012,39,2
17101012,11,1
17101012,70,3
17101012,39,1
17101012,57,5
17101012,18,3
17101012,81,3
17101012,10,4
17101012,22,5
17101012,9,5
17101012,37,5
17101012,69,2
17101012,31,3
17101012,61,2
17101012,29,1
17101012,17,5
17101012,14,4
17101012,71,3
17101012,45,5
17101012,45,1
17101012,39,3
17101012,46,4
17101012,18,4
17101012,33,5
17101012,38,3
17101012,41,5
17101012,67,3
17101012,60,5
17101012,54,3
17101013,36,1
17101013,48,5
17101013,70,5
17101013,44,5
17101013,20,4
17101013,15,1
17101013,51,2
17101013,54,4
17101013,15,3
17101013,78,4
17101013,12,1
17101013,3,5
17101013,46,5
17101013,28,5
17101013,70,3
17101013,45,5
17101013,11,2
17101013,30,3
17101013,12,2
17101013,1,5
17101013,40,5
17101013,24,5
17101013,22,1
17101013,39,3
17101013,39,4
17101013,42,2
17101013,51,4
17101013,5,5
17101013,74,3
17101013,43,5
17101014,36,3
17101014,65,3
17101014,69,5
17101014,79,5
17101014,42,2
17101014,68,4
17101014,11,5
17101014,25,5
17101014,37,3
17101014,18,1
17101014,2,1
17101014,9,1
17101014,58,2
17101014,44,5
17101014,60,3
17101014,12,2
17101014,68,2
17101014,44,5
17101014,29,1
17101014,45,2
17101014,25,5
17101014,31,5
17101014,65,2
17101014,81,1
17101014,50,2
17101014,28,1
17101014,41,5
17101014,40,3
17101014,26,3
17101014,15,4
17101015,26,3
17101015,24,3
17101015,25,3
17101015,4,1
17101015,13,3
17101015,8,4
17101015,36,4
17101015,1,4
17101015,69,3
17101015,38,1
17101015,23,4
17101015,20,5
17101015,57,5
17101015,67,2
17101015,10,5
17101015,23,1
17101015,79,3
17101015,41,1
17101015,50,3
17101015,8,3
17101015,73,5
17101015,45,4
17101015,10,2
17101015,30,4
17101015,62,2
17101015,73,1
17101015,21,2
17101015,29,5
17101015,38,4
17101015,53,4
17101016,50,5
17101016,60,3
17101016,47,5
17101016,54,4
17101016,36,5
17101016,25,1
17101016,31,5
17101016,52,1
17101016,64,3
17101016,28,4
17101016,76,5
17101016,22,2
17101016,21,3
17101016,23,2
17101016,57,1
17101016,74,1
17101016,70,2
17101016,39,1
17101016,2,3
17101016,57,3
17101016,18,1
17101016,23,5
17101016,75,4
17101016,50,2
17101016,10,2
17101016,71,4
17101016,40,3
17101016,56,1
17101016,27,5
17101016,43,2
17101017,5,4
17101017,76,3
17101017,34,1
17101017,20,3
17101017,41,5
17101017,56,4
17101017,52,3
17101017,70,1
17101017,43,3
17101017,3,3
17101017,73,2
17101017,54,2
17101017,21,2
17101017,1,5
17101017,1,2
17101017,37,2
17101017,29,4
17101017,28,4
17101017,32,3
17101017,11,4
17101017,75,5
17101017,37,5
17101017,66,5
17101017,66,2
17101017,31,5
17101017,56,2
17101017,19,3
17101017,76,1
17101017,2,4
17101017,71,3
17101018,44,1
17101018,53,3
17101018,20,1
17101018,33,2
17101018,18,4
17101018,9,1
17101018,80,5
17101018,16,4
17101018,38,3
17101018,16,4
17101018,35,2
17101018,34,1
17101018,55,2
17101018,7,1
17101018,23,2
17101018,17,5
17101018,16,1
17101018,34,1
17101018,12,4
17101018,22,3
17101018,71,4
17101018,21,2
17101018,32,3
17101018,73,3
17101018,40,5
17101018,27,2
17101018,67,3
17101018,4,1
17101018,73,4
17101018,18,5
17101019,22,5
17101019,5,1
17101019,37,3
17101019,8,3
17101019,15,1
17101019,6,3
17101019,56,4
17101019,11,2
17101019,12,1
17101019,62,1
17101019,25,4
17101019,33,2
17101019,13,5
17101019,64,5
17101019,19,3
17101019,23,5
17101019,40,1
17101019,34,3
17101019,21,2
17101019,52,5
17101019,5,4
17101019,75,5
17101019,50,3
17101019,27,1
17101019,24,3
17101019,63,5
17101019,66,2
17101019,1,4
17101019,59,2
17101019,52,5
17101020,34,4
17101020,67,1
17101020,73,1
17101020,31,2
17101020,49,1
17101020,27,4
17101020,5,3
17101020,34,3
17101020,43,2
17101020,20,2
17101020,68,5
17101020,27,3
17101020,14,1
17101020,10,5
17101020,51,5
17101020,6,2
17101020,78,1
17101020,21,2
17101020,42,2
17101020,62,5
17101020,8,2
17101020,66,5
17101020,12,4
17101020,63,3
17101020,81,1
17101020,48,4
17101020,31,2
17101020,37,2
17101020,22,3
17101020,7,2
17101021,35,5
17101021,53,5
17101021,63,1
17101021,6,5
17101021,2,2
17101021,13,3
17101021,27,5
17101021,67,2
17101021,79,4
17101021,34,5
17101021,45,1
17101021,75,4
17101021,31,1
17101021,12,1
17101021,22,5
17101021,39,3
17101021,9,5
17101021,58,4
17101021,80,2
17101021,29,5
17101021,15,3
17101021,41,1
17101021,73,2
17101021,34,1
17101021,78,1
17101021,42,3
17101021,76,4
17101021,25,1
17101021,64,4
17101021,43,5
17101022,50,5
17101022,20,2
17101022,24,5
17101022,60,5
17101022,14,1
17101022,68,1
17101022,40,1
17101022,42,3
17101022,47,4
17101022,21,2
17101022,42,1
17101022,73,4
17101022,80,4
17101022,17,4
17101022,38,1
17101022,78,5
17101022,18,5
17101022,26,2
17101022,43,3
17101022,21,4
17101022,40,3
17101022,71,5
17101022,41,2
17101022,4,1
17101022,51,4
17101022,59,4
17101022,45,2
17101022,2,5
17101022,45,1
17101022,39,5
17101023,77,1
17101023,78,2
17101023,35,5
17101023,42,3
17101023,21,1
17101023,20,1
17101023,17,4
17101023,60,2
17101023,27,5
17101023,35,3
17101023,49,5
17101023,34,1
17101023,66,2
17101023,19,4
17101023,41,1
17101023,23,4
17101023,32,4
17101023,67,4
17101023,67,1
17101023,71,2
17101023,58,3
17101023,20,2
17101023,81,5
17101023,3,5
17101023,72,3
17101023,8,1
17101023,10,4
17101023,55,2
17101023,13,4
17101023,14,4
17101024,62,5
17101024,14,2
17101024,76,3
17101024,70,4
17101024,62,1
17101024,60,2
17101024,51,2
17101024,36,5
17101024,4,3
17101024,25,3
17101024,18,3
17101024,36,4
17101024,42,4
17101024,79,5
17101024,74,5
17101024,60,5
17101024,62,2
17101024,13,2
17101024,35,2
17101024,19,4
17101024,12,3
17101024,71,3
17101024,25,1
17101024,51,5
17101024,20,1
17101024,62,2
17101024,32,4
17101024,41,3
17101024,16,1
17101024,74,4
17101025,49,2
17101025,32,2
17101025,76,4
17101025,33,5
17101025,38,2
17101025,28,3
17101025,16,5
17101025,3,2
17101025,13,3
17101025,62,2
17101025,60,3
17101025,76,2
17101025,36,1
17101025,5,1
17101025,81,4
17101025,12,4
17101025,9,5
17101025,70,1
17101025,73,3
17101025,29,4
17101025,12,5
17101025,14,5
17101025,32,3
17101025,71,5
17101025,25,5
17101025,16,5
17101025,29,4
17101025,72,3
17101025,34,4
17101025,17,2
17101026,36,4
17101026,52,1
17101026,44,2
17101026,13,1
17101026,17,4
17101026,2,4
17101026,8,5
17101026,59,4
17101026,34,3
17101026,53,4
17101026,79,4
17101026,79,1
17101026,23,3
17101026,61,1
17101026,62,3
17101026,40,3
17101026,74,3
17101026,34,3
17101026,37,3
17101026,72,3
17101026,55,5
17101026,70,5
17101026,44,2
17101026,45,4
17101026,6,4
17101026,26,1
17101026,42,3
17101026,21,4
17101026,68,1
17101026,11,2
17101027,1,3
17101027,22,4
17101027,25,4
17101027,50,1
17101027,73,4
17101027,70,3
17101027,24,4
17101027,38,1
17101027,48,4
17101027,7,5
17101027,4,5
17101027,54,5
17101027,33,2
17101027,76,3
17101027,81,1
17101027,1,4
17101027,8,3
17101027,12,3
17101027,77,3
17101027,35,1
17101027,4,5
17101027,37,2
17101027,10,4
17101027,78,3
17101027,49,2
17101027,68,2
17101027,80,4
17101027,69,2
17101027,2,5
17101027,46,1
17101028,5,1
17101028,72,2
17101028,81,4
17101028,2,3
17101028,51,2
17101028,9,5
17101028,16,4
17101028,46,2
17101028,56,3
17101028,15,2
17101028,51,5
17101028,30,5
17101028,16,1
17101028,51,4
17101028,39,1
17101028,63,1
17101028,11,1
17101028,47,4
17101028,67,3
17101028,36,1
17101028,60,4
17101028,11,1
17101028,48,3
17101028,51,3
17101028,9,2
17101028,53,4
17101028,46,4
17101028,61,3
17101028,66,4
17101028,74,4
17101029,64,5
17101029,66,5
17101029,28,5
17101029,21,3
17101029,39,1
17101029,20,2
17101029,44,1
17101029,53,2
17101029,64,4
17101029,67,3
17101029,30,4
17101029,29,5
17101029,44,4
17101029,41,3
17101029,69,5
17101029,57,4
17101029,32,1
17101029,54,1
17101029,5,5
17101029,46,1
17101029,46,4
17101029,38,3
17101029,53,5
17101029,77,5
17101029,24,4
17101029,2,2
17101029,78,5
17101029,75,1
17101029,12,4
17101029,57,5
17101030,18,2
17101030,9,3
17101030,23,1
17101030,75,1
17101030,72,5
17101030,30,2
17101030,68,4
17101030,7,3
17101030,23,3
17101030,54,3
17101030,67,5
17101030,42,1
17101030,71,5
17101030,69,5
17101030,52,4
17101030,77,5
17101030,40,1
17101030,21,5
17101030,81,5
17101030,12,4
17101030,47,1
17101030,38,3
17101030,34,4
17101030,75,2
17101030,4,1
17101030,26,5
17101030,52,2
17101030,62,5
17101030,29,4
17101030,41,4
17101031,34,2
17101031,32,2
17101031,68,2
17101031,44,5
17101031,21,4
17101031,1,4
17101031,35,5
17101031,44,2
17101031,60,1
17101031,61,4
17101031,12,1
17101031,47,1
17101031,81,2
17101031,30,4
17101031,38,5
17101031,9,4
17101031,13,4
17101031,5,4
17101031,42,3
17101031,63,3
17101031,13,4
17101031,23,1
17101031,16,4
17101031,79,5
17101031,69,4
17101031,28,3
17101031,45,5
17101031,53,2
17101031,21,2
17101031,39,3
17101032,32,1
17101032,26,5
17101032,25,2
17101032,72,1
17101032,35,2
17101032,25,3
17101032,29,5
17101032,46,3
17101032,49,2
17101032,76,4
17101032,5,4
17101032,66,2
17101032,3,5
17101032,80,2
17101032,76,4
17101032,17,3
17101032,2,1
17101032,8,3
17101032,22,2
17101032,16,2
17101032,1,4
17101032,32,5
17101032,79,5
17101032,74,3
17101032,11,2
17101032,40,1
17101032,81,2
17101032,26,3
17101032,28,3
17101032,3,2
17101033,23,3
17101033,6,1
17101033,11,3
17101033,70,1
17101033,67,3
17101033,60,3
17101033,25,5
17101033,60,2
17101033,78,3
17101033,9,2
17101033,13,5
17101033,18,5
17101033,2,2
17101033,52,1
17101033,9,1
17101033,3,3
17101033,15,2
17101033,66,1
17101033,1,4
17101033,56,1
17101033,74,2
17101033,72,4
17101033,31,4
17101033,72,2
17101033,29,5
17101033,13,4
17101033,51,4
17101033,8,5
17101033,59,2
17101033,44,1
17101034,37,5
17101034,47,2
17101034,80,4
17101034,15,3
17101034,37,3
17101034,27,4
17101034,52,2
17101034,77,2
17101034,28,2
17101034,71,5
17101034,71,3
17101034,59,2
17101034,30,1
17101034,76,5
17101034,5,4
17101034,39,1
17101034,31,5
17101034,57,2
17101034,25,4
17101034,49,1
17101034,3,3
17101034,6,1
17101034,69,3
17101034,47,4
17101034,14,1
17101034,53,5
17101034,1,5
17101034,56,1
17101034,44,1
17101034,19,5
17101035,51,2
17101035,20,4
17101035,62,5
17101035,29,2
17101035,34,3
17101035,34,4
17101035,48,4
17101035,56,3
17101035,60,1
17101035,72,5
17101035,20,5
17101035,70,3
17101035,65,3
17101035,81,1
17101035,22,5
17101035,30,1
17101035,74,3
17101035,81,1
17101035,49,3
17101035,7,1
17101035,25,2
17101035,6,3
17101035,62,4
17101035,11,4
17101035,10,3
17101035,77,5
17101035,11,5
17101035,2,1
17101035,45,1
17101035,78,4
17101036,67,5
17101036,78,3
17101036,31,2
17101036,80,2
17101036,68,4
17101036,40,5
17101036,76,1
17101036,25,2
17101036,30,2
17101036,39,4
17101036,43,1
17101036,71,2
17101036,79,1
17101036,12,4
17101036,27,2
17101036,71,5
17101036,63,3
17101036,34,2
17101036,78,3
17101036,54,3
17101036,8,1
17101036,9,2
17101036,52,1
17101036,64,3
17101036,21,4
17101036,22,3
17101036,62,3
17101036,63,1
17101036,26,4
17101036,39,1
17101037,37,5
17101037,49,2
17101037,39,4
17101037,5,3
17101037,59,4
17101037,67,2
17101037,78,4
17101037,39,3
17101037,77,5
17101037,39,5
17101037,71,3
17101037,40,3
17101037,56,1
17101037,76,5
17101037,77,4
17101037,71,3
17101037,9,2
17101037,6,4
17101037,31,5
17101037,4,5
17101037,2,2
17101037,24,5
17101037,55,3
17101037,50,1
17101037,11,5
17101037,69,2
17101037,14,5
17101037,52,3
17101037,69,1
17101037,10,5
17101038,22,2
17101038,49,2
17101038,62,1
17101038,5,5
17101038,76,3
17101038,36,1
17101038,55,3
17101038,64,1
17101038,79,4
17101038,6,5
17101038,7,5
17101038,63,4
17101038,77,2
17101038,2,1
17101038,4,1
17101038,17,4
17101038,32,4
17101038,8,3
17101038,21,5
17101038,22,2
17101038,31,3
17101038,24,2
17101038,16,4
17101038,20,1
17101038,13,2
17101038,10,5
17101038,18,4
17101038,3,5
17101038,72,3
17101038,62,1
17101039,36,1
17101039,45,1
17101039,51,4
17101039,15,5
17101039,28,3
17101039,18,4
17101039,62,4
17101039,41,5
17101039,20,2
17101039,48,2
17101039,17,1
17101039,46,3
17101039,23,2
17101039,46,3
17101039,46,5
17101039,55,5
17101039,1,2
17101039,54,4
17101039,2,3
17101039,74,3
17101039,71,3
17101039,31,5
17101039,53,1
17101039,50,1
17101039,7,4
17101039,19,3
17101039,46,3
17101039,29,1
17101039,64,4
17101039,27,3
17101040,76,2
17101040,7,4
17101040,7,3
17101040,13,4
17101040,61,5
17101040,6,3
17101040,31,5
17101040,58,3
17101040,4,2
17101040,73,1
17101040,80,3
17101040,66,3
17101040,21,1
17101040,46,3
17101040,37,2
17101040,47,5
17101040,25,4
17101040,3,4
17101040,28,5
17101040,8,1
17101040,68,4
17101040,43,2
17101040,3,2
17101040,54,2
17101040,74,2
17101040,50,3
17101040,76,4
17101040,21,2
17101040,43,4
17101040,59,1
17101041,24,5
17101041,24,1
17101041,64,4
17101041,58,2
17101041,40,4
17101041,16,4
17101041,13,1
17101041,2,1
17101041,56,4
17101041,59,1
17101041,3,3
17101041,63,1
17101041,54,5
17101041,53,2
17101041,1,2
17101041,44,4
17101041,72,1
17101041,62,1
17101041,33,5
17101041,34,3
17101041,35,2
17101041,73,2
17101041,11,3
17101041,54,2
17101041,62,5
17101041,77,5
17101041,54,4
17101041,35,3
17101041,2,3
17101041,52,1
17101042,81,1
17101042,23,5
17101042,74,4
17101042,72,4
17101042,23,4
17101042,40,2
17101042,11,1
17101042,16,2
17101042,70,3
17101042,31,3
17101042,54,4
17101042,27,4
17101042,19,4
17101042,9,2
17101042,19,3
17101042,53,2
17101042,69,5
17101042,59,2
17101042,54,1
17101042,46,2
17101042,9,5
17101042,36,4
17101042,26,3
17101042,14,4
17101042,76,4
17101042,19,1
17101042,72,1
17101042,74,1
17101042,25,3
17101042,70,4
17101043,65,1
17101043,77,5
17101043,54,2
17101043,78,4
17101043,44,2
17101043,41,5
17101043,22,4
17101043,6,2
17101043,49,2
17101043,65,2
17101043,50,5
17101043,17,3
17101043,34,3
17101043,24,5
17101043,4,4
17101043,25,4
17101043,6,2
17101043,60,4
17101043,6,4
17101043,6,2
17101043,57,1
17101043,62,3
17101043,21,3
17101043,37,1
17101043,6,5
17101043,43,2
17101043,39,5
17101043,53,1
17101043,55,1
17101043,39,2
17101044,74,4
17101044,72,2
17101044,39,4
17101044,75,5
17101044,72,2
17101044,77,3
17101044,63,5
17101044,40,3
17101044,39,4
17101044,69,1
17101044,44,3
17101044,78,5
17101044,81,3
17101044,31,1
17101044,52,4
17101044,25,5
17101044,52,3
17101044,27,2
17101044,27,1
17101044,49,4
17101044,30,1
17101044,62,5
17101044,66,2
17101044,13,2
17101044,80,4
17101044,42,4
17101044,81,4
17101044,75,3
17101044,53,1
17101044,70,5
17101045,71,3
17101045,45,2
17101045,37,3
17101045,49,2
17101045,40,2
17101045,68,4
17101045,11,1
17101045,55,2
17101045,69,3
17101045,70,4
17101045,47,4
17101045,10,5
17101045,29,4
17101045,72,3
17101045,80,1
17101045,27,4
17101045,48,2
17101045,15,2
17101045,46,4
17101045,5,2
17101045,20,1
17101045,58,4
17101045,71,2
17101045,64,5
17101045,66,5
17101045,23,2
17101045,27,5
17101045,48,5
17101045,29,4
17101045,8,3
17101046,37,2
17101046,66,5
17101046,7,5
17101046,66,5
17101046,39,3
17101046,68,3
17101046,67,2
17101046,64,4
17101046,57,3
17101046,33,4
17101046,47,5
17101046,50,5
17101046,61,1
17101046,76,1
17101046,67,4
17101046,16,3
17101046,69,1
17101046,18,2
17101046,6,5
17101046,77,5
17101046,10,2
17101046,38,2
17101046,63,1
17101046,35,4
17101046,70,2
17101046,59,1
17101046,19,2
17101046,1,1
17101046,15,4
17101046,66,4
17101047,59,3
17101047,70,3
17101047,5,1
17101047,73,3
17101047,32,2
17101047,41,4
17101047,62,3
17101047,70,1
17101047,7,5
17101047,45,3
17101047,37,5
17101047,29,4
17101047,69,2
17101047,59,4
17101047,38,4
17101047,39,4
17101047,70,2
17101047,3,3
17101047,70,5
17101047,1,5
17101047,75,4
17101047,73,5
17101047,42,5
17101047,5,5
17101047,72,3
17101047,48,4
17101047,17,3
17101047,81,3
17101047,26,3
17101047,17,5
17101048,48,4
17101048,16,5
17101048,58,3
17101048,20,1
17101048,50,3
17101048,47,1
17101048,81,1
17101048,20,1
17101048,29,5
17101048,16,4
17101048,38,2
17101048,41,5
17101048,36,2
17101048,1,4
17101048,70,4
17101048,69,5
17101048,69,2
17101048,75,2
17101048,14,2
17101048,75,4
17101048,24,4
17101048,44,5
17101048,9,2
17101048,10,2
17101048,43,3
17101048,70,4
17101048,32,2
17101048,33,2
17101048,4,2
17101048,9,4
17101049,33,2
17101049,12,3
17101049,2,5
17101049,30,3
17101049,13,4
17101049,5,3
17101049,47,1
17101049,5,3
17101049,58,2
17101049,25,1
17101049,56,2
17101049,8,2
17101049,27,5
17101049,25,1
17101049,43,4
17101049,64,2
17101049,33,4
17101049,19,4
17101049,63,1
17101049,24,1
17101049,44,4
17101049,28,4
17101049,66,4
17101049,40,4
17101049,63,4
17101049,41,4
17101049,74,3
17101049,7,2
17101049,20,2
17101049,72,5
17101050,35,4
17101050,21,5
17101050,3,2
17101050,22,2
17101050,19,4
17101050,2,5
17101050,26,2
17101050,73,1
17101050,58,1
17101050,44,5
17101050,65,2
17101050,41,1
17101050,11,2
17101050,4,1
17101050,55,4
17101050,76,2
17101050,56,4
17101050,37,2
17101050,28,1
17101050,49,5
17101050,14,1
17101050,24,4
17101050,4,1
17101050,13,5
17101050,25,4
17101050,21,5
17101050,67,3
17101050,41,3
17101050,75,2
17101050,76,4
17101051,65,2
17101051,60,4
17101051,37,5
17101051,65,1
17101051,65,2
17101051,78,5
17101051,21,2
17101051,66,1
17101051,56,1
17101051,65,5
17101051,13,2
17101051,77,2
17101051,57,4
17101051,47,1
17101051,6,1
17101051,65,5
17101051,66,5
17101051,36,1
17101051,52,4
17101051,1,2
17101051,34,1
17101051,54,3
17101051,12,1
17101051,67,1
17101051,52,5
17101051,45,2
17101051,71,4
17101051,50,3
17101051,79,1
17101051,14,2
17101052,47,1
17101052,55,5
17101052,54,2
17101052,63,3
17101052,9,2
17101052,37,3
17101052,55,4
17101052,39,4
17101052,60,5
17101052,12,4
17101052,77,3
17101052,75,1
17101052,72,3
17101052,11,1
17101052,34,4
17101052,58,4
17101052,28,5
17101052,49,1
17101052,30,2
17101052,50,1
17101052,56,2
17101052,30,4
17101052,53,4
17101052,2,4
17101052,51,3
17101052,31,5
17101052,73,2
17101052,49,3
17101052,12,5
17101052,72,2
17101053,70,5
17101053,64,5
17101053,53,5
17101053,32,2
17101053,26,3
17101053,69,3
17101053,21,2
17101053,59,5
17101053,4,2
17101053,45,1
17101053,52,3
17101053,45,4
17101053,49,1
17101053,75,5
17101053,64,1
17101053,48,3
17101053,66,3
17101053,14,4
17101053,75,4
17101053,21,5
17101053,1,2
17101053,48,2
17101053,63,5
17101053,40,1
17101053,27,1
17101053,6,4
17101053,57,4
17101053,65,4
17101053,59,4
17101053,81,1
17101054,71,5
17101054,35,3
17101054,80,3
17101054,35,1
17101054,8,1
17101054,44,1
17101054,38,4
17101054,4,1
17101054,9,3
17101054,9,5
17101054,49,5
17101054,58,2
17101054,27,3
17101054,41,2
17101054,31,1
17101054,16,5
17101054,56,2
17101054,29,3
17101054,61,1
17101054,51,2
17101054,37,2
17101054,52,3
17101054,3,5
17101054,39,5
17101054,23,2
17101054,47,4
17101054,59,3
17101054,17,1
17101054,60,1
17101054,32,1
17101055,43,5
17101055,58,1
17101055,20,5
17101055,21,1
17101055,65,1
17101055,40,2
17101055,44,4
17101055,23,1
17101055,22,2
17101055,10,5
17101055,42,1
17101055,29,5
17101055,66,1
17101055,21,4
17101055,59,2
17101055,25,4
17101055,6,3
17101055,71,3
17101055,4,2
17101055,40,5
17101055,81,5
17101055,20,2
17101055,7,1
17101055,55,2
17101055,44,1
17101055,24,2
17101055,19,4
17101055,32,4
17101055,9,2
17101055,75,5
17101056,73,5
17101056,80,1
17101056,44,2
17101056,8,2
17101056,18,5
17101056,36,5
17101056,29,5
17101056,21,1
17101056,35,5
17101056,4,3
17101056,20,2
17101056,13,5
17101056,12,1
17101056,2,5
17101056,57,5
17101056,12,2
17101056,56,5
17101056,55,2
17101056,69,3
17101056,8,2
17101056,43,2
17101056,50,4
17101056,23,3
17101056,77,2
17101056,26,5
17101056,41,3
17101056,30,5
17101056,40,3
17101056,73,3
17101056,56,2
17101057,58,5
17101057,23,1
17101057,42,4
17101057,60,3
17101057,38,3
17101057,69,3
17101057,80,5
17101057,35,3
17101057,42,4
17101057,41,3
17101057,77,5
17101057,55,5
17101057,61,2
17101057,42,2
17101057,26,2
17101057,55,2
17101057,24,3
17101057,57,4
17101057,49,1
17101057,21,3
17101057,57,5
17101057,56,2
17101057,75,4
17101057,24,4
17101057,12,5
17101057,54,2
17101057,3,2
17101057,14,5
17101057,12,1
17101057,2,1
17101058,50,4
17101058,52,4
17101058,40,5
17101058,60,1
17101058,23,5
17101058,13,2
17101058,32,5
17101058,25,1
17101058,59,3
17101058,41,1
17101058,16,2
17101058,39,2
17101058,27,5
17101058,3,5
17101058,54,3
17101058,31,1
17101058,18,1
17101058,72,4
17101058,9,2
17101058,47,5
17101058,10,4
17101058,68,5
17101058,62,5
17101058,3,2
17101058,31,4
17101058,76,3
17101058,18,2
17101058,22,4
17101058,23,2
17101058,27,1
17101059,40,5
17101059,43,2
17101059,57,2
17101059,51,4
17101059,65,3
17101059,62,4
17101059,81,2
17101059,1,1
17101059,61,3
17101059,52,2
17101059,65,5
17101059,14,3
17101059,41,4
17101059,60,1
17101059,77,5
17101059,11,2
17101059,72,5
17101059,17,1
17101059,47,4
17101059,21,4
17101059,30,2
17101059,62,1
17101059,60,5
17101059,48,4
17101059,1,4
17101059,19,4
17101059,53,5
17101059,46,5
17101059,58,3
17101059,63,3
17101060,70,4
17101060,6,4
17101060,81,1
17101060,13,5
17101060,76,4
17101060,20,5
17101060,9,2
17101060,38,3
17101060,7,4
17101060,66,3
17101060,66,2
17101060,78,1
17101060,17,2
17101060,50,3
17101060,51,1
17101060,14,5
17101060,34,2
17101060,37,2
17101060,67,4
17101060,73,2
17101060,18,5
17101060,42,4
17101060,63,3
17101060,2,1
17101060,61,1
17101060,10,4
17101060,54,4
17101060,24,2
17101060,31,4
17101060,20,5
17101061,21,5
17101061,33,3
17101061,1,5
17101061,78,3
17101061,69,3
17101061,64,3
17101061,70,4
17101061,39,2
17101061,79,4
17101061,19,3
17101061,43,4
17101061,8,5
17101061,42,5
17101061,49,3
17101061,38,1
17101061,52,5
17101061,79,5
17101061,80,3
17101061,15,2
17101061,4,3
17101061,25,1
17101061,40,2
17101061,3,5
17101061,65,4
17101061,25,4
17101061,44,1
17101061,59,3
17101061,32,2
17101061,48,5
17101061,14,2
17101062,48,5
17101062,28,4
17101062,71,1
17101062,72,5
17101062,61,5
17101062,59,4
17101062,69,4
17101062,21,2
17101062,15,2
17101062,36,1
17101062,49,5
17101062,66,4
17101062,81,3
17101062,35,2
17101062,24,4
17101062,79,5
17101062,17,1
17101062,27,5
17101062,66,2
17101062,28,3
17101062,74,2
17101062,30,3
17101062,14,3
17101062,49,3
17101062,30,3
17101062,24,4
17101062,71,3
17101062,70,1
17101062,2,5
17101062,31,2
17101063,39,5
17101063,62,2
17101063,35,3
17101063,6,2
17101063,23,2
17101063,18,3
17101063,19,3
17101063,34,4
17101063,73,1
17101063,16,5
17101063,1,4
17101063,8,5
17101063,35,2
17101063,52,2
17101063,38,4
17101063,70,2
17101063,47,5
17101063,73,4
17101063,76,1
17101063,75,3
17101063,11,2
17101063,63,3
17101063,60,2
17101063,26,5
17101063,76,2
17101063,54,2
17101063,43,5
17101063,25,1
17101063,44,5
17101063,36,3
17101064,1,3
17101064,38,5
17101064,1,2
17101064,57,5
17101064,38,1
17101064,39,2
17101064,69,4
17101064,25,3
17101064,30,4
17101064,6,1
17101064,47,4
17101064,37,4
17101064,60,3
17101064,42,4
17101064,41,2
17101064,19,1
17101064,9,4
17101064,32,2
17101064,29,5
17101064,20,2
17101064,53,1
17101064,7,3
17101064,8,3
17101064,64,2
17101064,57,1
17101064,58,4
17101064,64,4
17101064,43,5
17101064,21,2
17101064,14,1
17101065,56,1
17101065,25,1
17101065,41,5
17101065,80,2
17101065,56,3
17101065,25,2
17101065,13,4
17101065,73,4
17101065,20,4
17101065,38,1
17101065,29,3
17101065,78,4
17101065,60,3
17101065,33,1
17101065,59,5
17101065,63,3
17101065,9,4
17101065,47,3
17101065,65,2
17101065,30,5
17101065,69,3
17101065,60,5
17101065,3,2
17101065,50,4
17101065,27,4
17101065,36,3
17101065,56,5
17101065,37,4
17101065,17,3
17101065,31,1
17101066,34,2
17101066,41,5
17101066,25,1
17101066,11,3
17101066,4,1
17101066,2,2
17101066,64,3
17101066,54,3
17101066,67,3
17101066,47,1
17101066,31,3
17101066,34,4
17101066,7,4
17101066,41,2
17101066,36,1
17101066,9,4
17101066,17,5
17101066,2,3
17101066,54,5
17101066,62,4
17101066,56,4
17101066,8,3
17101066,42,2
17101066,18,2
17101066,17,3
17101066,26,4
17101066,53,5
17101066,62,3
17101066,58,1
17101066,13,1
17101067,16,1
17101067,10,3
17101067,41,2
17101067,51,1
17101067,6,5
17101067,37,2
17101067,40,5
17101067,68,2
17101067,25,1
17101067,37,3
17101067,3,3
17101067,22,5
17101067,36,2
17101067,71,1
17101067,7,5
17101067,33,4
17101067,70,2
17101067,5,4
17101067,34,5
17101067,44,1
17101067,63,1
17101067,79,5
17101067,27,4
17101067,23,2
17101067,37,5
17101067,60,5
17101067,2,5
17101067,11,2
17101067,19,3
17101067,65,4
17101068,79,2
17101068,8,3
17101068,69,1
17101068,15,5
17101068,56,4
17101068,16,2
17101068,46,3
17101068,10,2
17101068,78,5
17101068,29,4
17101068,38,2
17101068,24,1
17101068,20,1
17101068,38,3
17101068,21,2
17101068,16,3
17101068,11,2
17101068,71,3
17101068,33,2
17101068,43,2
17101068,2,5
17101068,73,2
17101068,77,5
17101068,23,1
17101068,72,3
17101068,54,3
17101068,73,2
17101068,4,3
17101068,42,3
17101068,12,5
17101069,72,5
17101069,64,1
17101069,72,1
17101069,14,2
17101069,7,4
17101069,6,3
17101069,24,2
17101069,62,5
17101069,10,1
17101069,71,2
17101069,81,4
17101069,57,5
17101069,33,4
17101069,2,4
17101069,36,4
17101069,12,1
17101069,78,1
17101069,35,5
17101069,36,1
17101069,14,3
17101069,81,3
17101069,18,3
17101069,57,1
17101069,59,5
17101069,36,4
17101069,31,5
17101069,1,1
17101069,45,3
17101069,60,5
17101069,60,1
17101070,43,2
17101070,13,4
17101070,27,3
17101070,39,5
